"School Name","School ID","Network","Grade","Year","Number of
Students","Value-Added
Score","95% Confidence
Interval Range","Percentile","Color Reading","Number of
Students","Value-Added
Score","95% Confidence
Interval Range","Percentile","Color Math"
"HALE",609960,"Midway",4,2011,71.8,-1.1,"-1.8 to -0.4",11,"red",71.8,-0.9,"-1.5 to -0.4",16,"red"
"HALE",609960,"Midway",5,2011,83,0.6,"-0.3 to 1.4",73,"yellow",83,-1.4,"-2 to -0.8",5,"red"
"HALE",609960,"Midway",6,2011,85.3,0.6,"-0.2 to 1.4",71,"yellow",85.3,0.2,"-0.3 to 0.7",61,"yellow"
"HALE",609960,"Midway",7,2011,78.8,0.3,"-0.5 to 1.2",63,"yellow",78.8,0.2,"-0.3 to 0.8",60,"yellow"
"HALE",609960,"Midway",8,2011,106.5,0.6,"-0.3 to 1.6",76,"yellow",106.5,-0.1,"-0.7 to 0.4",45,"yellow"
"HALE",609960,"Midway","All Grades",2011,425.4,0.4,"-0.2 to 1",68,"yellow",425.4,-0.5,"-0.9 to -0.1",28,"red"
"HALE",609960,"Midway",4,2010,70.2,0.5,"-0.2 to 1.3",72,"yellow",69.3,0.4,"-0.1 to 1",70,"yellow"
"HALE",609960,"Midway",5,2010,81.6,-0.2,"-1.1 to 0.6",39,"yellow",81.6,-1.8,"-2.4 to -1.3",2,"red"
"HALE",609960,"Midway",6,2010,74.9,0.7,"-0.1 to 1.6",77,"yellow",74.9,0.1,"-0.5 to 0.7",55,"yellow"
"HALE",609960,"Midway",7,2010,102.3,-1.5,"-2.4 to -0.6",6,"red",102.3,-0.4,"-1 to 0.1",34,"yellow"
"HALE",609960,"Midway",8,2010,82.9,-1.8,"-2.8 to -0.7",4,"red",82.9,-1,"-1.7 to -0.4",13,"red"
"HALE",609960,"Midway","All Grades",2010,411.8,-0.9,"-1.5 to -0.2",15,"red",410.8,-1,"-1.5 to -0.6",14,"red"
"HALEY",609808,"Rock Island Elementary Network",4,2012,40.2,0.5,"-0.3 to 1.4",70,"Yellow",40.2,1.3,"0.6 to 2",92,"Green"
"HALEY",609808,"Rock Island Elementary Network",5,2012,54.3,-0.8,"-1.8 to 0.3",21,"Yellow",53.3,-0.5,"-1.3 to 0.2",28,"Yellow"
"HALEY",609808,"Rock Island Elementary Network",6,2012,53.0,2.5,"1.5 to 3.6",98,"Green",53.0,2.9,"2.3 to 3.5",99,"Green"
"HALEY",609808,"Rock Island Elementary Network",7,2012,44.2,0.4,"-0.7 to 1.6",67,"Yellow",44.2,0.6,"-0.1 to 1.2",74,"Yellow"
"HALEY",609808,"Rock Island Elementary Network",8,2012,36.2,1.0,"-0.2 to 2.3",85,"Yellow",36.2,0.4,"-0.4 to 1.2",70,"Yellow"
"HALEY",609808,"Rock Island Elementary Network","All Grades",2012,227.9,1.4,"0.6 to 2.3",94,"Green",226.9,1.6,"1.1 to 2.2",94,"Green"
"HALEY",609808,"Rock Island",4,2011,45,0.6,"-0.3 to 1.5",73,"yellow",45,2.8,"2.1 to 3.5",98,"green"
"HALEY",609808,"Rock Island",5,2011,61,-3.4,"-4.3 to -2.4",0,"red",61,-0.2,"-0.9 to 0.5",40,"yellow"
"HALEY",609808,"Rock Island",6,2011,42.4,-2.2,"-3.3 to -1.2",1,"red",42.4,-2.2,"-2.9 to -1.5",2,"red"
"HALEY",609808,"Rock Island",7,2011,40.3,-1.5,"-2.6 to -0.4",6,"red",40.3,-0.1,"-0.8 to 0.7",51,"yellow"
"HALEY",609808,"Rock Island",8,2011,52.9,2.5,"1.3 to 3.6",98,"green",52.9,1.5,"0.8 to 2.2",93,"green"
"HALEY",609808,"Rock Island","All Grades",2011,241.5,-1.5,"-2.3 to -0.7",5,"red",241.5,0.5,"0 to 1",71,"yellow"
"HALEY",609808,"Rock Island",4,2010,58.2,0.8,"0 to 1.6",85,"green",58.2,0.4,"-0.2 to 1",67,"yellow"
"HALEY",609808,"Rock Island",5,2010,35.4,0.4,"-0.8 to 1.5",63,"yellow",35.4,1.4,"0.7 to 2.2",93,"green"
"HALEY",609808,"Rock Island",6,2010,42,-0.9,"-2 to 0.1",16,"yellow",42,0.7,"0 to 1.5",79,"yellow"
"HALEY",609808,"Rock Island",7,2010,61.7,-0.5,"-1.5 to 0.5",31,"yellow",61.7,0.6,"-0.1 to 1.3",73,"yellow"
"HALEY",609808,"Rock Island",8,2010,52.8,1.8,"0.6 to 3",96,"green",52.8,0.5,"-0.3 to 1.3",73,"yellow"
"HALEY",609808,"Rock Island","All Grades",2010,250.2,0.5,"-0.3 to 1.3",70,"yellow",250.2,1.2,"0.6 to 1.7",90,"green"
"HAMILTON",609963,"Ravenswood-Ridge Elementary Network",4,2012,14.0,1.1,"-0.1 to 2.3",88,"Yellow",13.0,1.8,"0.7 to 2.9",95,"Green"
"HAMILTON",609963,"Ravenswood-Ridge Elementary Network",5,2012,11.0,0.6,"-0.9 to 2.2",75,"Yellow",11.0,-0.5,"-1.8 to 0.8",31,"Yellow"
"HAMILTON",609963,"Ravenswood-Ridge Elementary Network",6,2012,13.0,0.6,"-0.9 to 2.1",75,"Yellow",13.0,1.4,"0.3 to 2.5",90,"Green"
"HAMILTON",609963,"Ravenswood-Ridge Elementary Network",8,2012,14.0,0.0,"-1.5 to 1.6",54,"Yellow",14.0,-0.2,"-1.3 to 1",46,"Yellow"
"HAMILTON",609963,"Ravenswood-Ridge Elementary Network","All Grades",2012,61.0,1.2,"-0.1 to 2.5",90,"Yellow",60.0,1.0,"0.1 to 1.9",85,"Green"
"HAMILTON",609963,"Ravenswood-Ridge",4,2011,12.7,0.6,"-0.7 to 1.9",69,"yellow",12.6,0.4,"-0.7 to 1.5",68,"yellow"
"HAMILTON",609963,"Ravenswood-Ridge",5,2011,16,0,"-1.4 to 1.4",49,"yellow",14.4,0.2,"-1 to 1.4",60,"yellow"
"HAMILTON",609963,"Ravenswood-Ridge",6,2011,13,0,"-1.4 to 1.4",50,"yellow",13,0.2,"-0.9 to 1.2",59,"yellow"
"HAMILTON",609963,"Ravenswood-Ridge",7,2011,18.3,0,"-1.3 to 1.4",49,"yellow",19,0.5,"-0.4 to 1.5",70,"yellow"
"HAMILTON",609963,"Ravenswood-Ridge",8,2011,12,1.2,"-0.4 to 2.8",91,"yellow",12,0.2,"-1 to 1.4",62,"yellow"
"HAMILTON",609963,"Ravenswood-Ridge","All Grades",2011,71.9,0.6,"-0.6 to 1.8",76,"yellow",71,0.6,"-0.3 to 1.5",75,"yellow"
"HAMILTON",609963,"Ravenswood-Ridge",4,2010,10.6,-0.3,"-1.7 to 1.1",35,"yellow",10.6,-1,"-2.2 to 0.2",14,"yellow"
"HAMILTON",609963,"Ravenswood-Ridge",5,2010,11,-0.3,"-1.8 to 1.2",34,"yellow",11,0.6,"-0.6 to 1.8",73,"yellow"
"HAMILTON",609963,"Ravenswood-Ridge",6,2010,15.2,-0.9,"-2.3 to 0.5",17,"yellow",15.2,-1.4,"-2.5 to -0.3",7,"red"
"HAMILTON",609963,"Ravenswood-Ridge",8,2010,13,-0.9,"-2.5 to 0.8",16,"yellow",13,-0.4,"-1.7 to 0.9",37,"yellow"
"HAMILTON",609963,"Ravenswood-Ridge","All Grades",2010,52.9,-1,"-2.3 to 0.2",11,"yellow",52.9,-0.9,"-2 to 0.1",16,"yellow"
"HAMLINE",609964,"Pershing Elementary Network",4,2012,20.2,0.1,"-1 to 1.2",49,"Yellow",20.2,-0.1,"-1 to 0.8",46,"Yellow"
"HAMLINE",609964,"Pershing Elementary Network",5,2012,26.6,-1.0,"-2.2 to 0.3",13,"Yellow",26.6,0.2,"-0.8 to 1.2",60,"Yellow"
"HAMLINE",609964,"Pershing Elementary Network",6,2012,49.0,-0.2,"-1.3 to 0.8",39,"Yellow",49.0,-1.2,"-1.9 to -0.6",7,"Red"
"HAMLINE",609964,"Pershing Elementary Network",7,2012,54.0,1.7,"0.6 to 2.8",95,"Green",28.8,-0.3,"-1 to 0.5",43,"Yellow"
"HAMLINE",609964,"Pershing Elementary Network",8,2012,59.0,-1.0,"-2.1 to 0.1",14,"Yellow",56.0,-2.5,"-3.1 to -1.8",0,"Red"
"HAMLINE",609964,"Pershing Elementary Network","All Grades",2012,208.8,0.0,"-0.9 to 0.9",51,"Yellow",180.7,-1.8,"-2.4 to -1.2",2,"Red"
"HAMLINE",609964,"Pershing",4,2011,21.5,-0.5,"-1.6 to 0.7",28,"yellow",21.5,-1,"-1.9 to 0",16,"red"
"HAMLINE",609964,"Pershing",5,2011,46,-0.3,"-1.3 to 0.8",37,"yellow",46,0.5,"-0.3 to 1.3",72,"yellow"
"HAMLINE",609964,"Pershing",6,2011,46.7,-1.2,"-2.2 to -0.3",10,"red",46.7,-0.7,"-1.3 to 0",25,"red"
"HAMLINE",609964,"Pershing",7,2011,65.9,0.6,"-0.3 to 1.5",76,"yellow",65.9,1.7,"1.1 to 2.2",95,"green"
"HAMLINE",609964,"Pershing",8,2011,49.7,0.4,"-0.7 to 1.6",66,"yellow",49.6,1.1,"0.4 to 1.9",88,"green"
"HAMLINE",609964,"Pershing","All Grades",2011,229.8,-0.2,"-1 to 0.6",42,"yellow",229.7,1,"0.5 to 1.6",87,"green"
"HAMLINE",609964,"Pershing",4,2010,28.7,0,"-1 to 1.1",50,"yellow",28.7,1,"0.2 to 1.8",87,"green"
"HAMLINE",609964,"Pershing",5,2010,43.6,0.8,"-0.2 to 1.9",78,"yellow",43.6,1.9,"1.2 to 2.6",95,"green"
"HAMLINE",609964,"Pershing",6,2010,52.5,-0.7,"-1.7 to 0.3",23,"yellow",52.5,-0.9,"-1.6 to -0.2",17,"red"
"HAMLINE",609964,"Pershing",7,2010,52.8,-0.1,"-1.2 to 1",48,"yellow",52.8,-1,"-1.7 to -0.3",15,"red"
"HAMLINE",609964,"Pershing",8,2010,61.1,0.9,"-0.3 to 2",82,"yellow",61.1,-0.9,"-1.6 to -0.1",18,"red"
"HAMLINE",609964,"Pershing","All Grades",2010,238.7,0.3,"-0.5 to 1.1",62,"yellow",238.7,-0.3,"-0.8 to 0.3",40,"yellow"
"HAMMOND",609966,"Pilsen-Little Village Elementary Network",4,2012,20.3,-0.3,"-1.4 to 0.8",33,"Yellow",20.3,-0.2,"-1.1 to 0.8",45,"Yellow"
"HAMMOND",609966,"Pilsen-Little Village Elementary Network",5,2012,14.6,-1.2,"-2.7 to 0.2",8,"Yellow",14.6,-0.6,"-1.8 to 0.6",27,"Yellow"
"HAMMOND",609966,"Pilsen-Little Village Elementary Network",6,2012,23.5,-0.8,"-2.1 to 0.5",18,"Yellow",23.5,-1.7,"-2.5 to -0.8",2,"Red"
"HAMMOND",609966,"Pilsen-Little Village Elementary Network",7,2012,32.5,0.2,"-1.1 to 1.4",58,"Yellow",32.5,-1.4,"-2.1 to -0.7",5,"Red"
"HAMMOND",609966,"Pilsen-Little Village Elementary Network",8,2012,28.7,-1.9,"-3.2 to -0.5",2,"Red",28.8,-0.7,"-1.5 to 0.2",23,"Yellow"
"HAMMOND",609966,"Pilsen-Little Village Elementary Network","All Grades",2012,119.6,-1.4,"-2.5 to -0.3",6,"Red",119.7,-1.7,"-2.4 to -1",3,"Red"
"HAMMOND",609966,"Pilsen-Little Village",4,2011,13,-1,"-2.4 to 0.3",13,"yellow",13.1,-0.3,"-1.4 to 0.8",38,"yellow"
"HAMMOND",609966,"Pilsen-Little Village",5,2011,23.3,0.4,"-0.9 to 1.7",63,"yellow",23.3,0.4,"-0.6 to 1.4",69,"yellow"
"HAMMOND",609966,"Pilsen-Little Village",6,2011,33,0.6,"-0.5 to 1.7",70,"yellow",32.8,-0.1,"-0.8 to 0.7",47,"yellow"
"HAMMOND",609966,"Pilsen-Little Village",7,2011,28.7,0.7,"-0.5 to 1.9",79,"yellow",28.7,0.1,"-0.7 to 1",58,"yellow"
"HAMMOND",609966,"Pilsen-Little Village",8,2011,34.3,-0.7,"-2 to 0.6",28,"yellow",33.9,1,"0.2 to 1.9",86,"green"
"HAMMOND",609966,"Pilsen-Little Village","All Grades",2011,132.2,0.2,"-0.8 to 1.2",59,"yellow",131.7,0.5,"-0.2 to 1.2",71,"yellow"
"HAMMOND",609966,"Pilsen-Little Village",4,2010,13.8,0,"-1.3 to 1.3",50,"yellow",13.8,-0.1,"-1.2 to 1",45,"yellow"
"HAMMOND",609966,"Pilsen-Little Village",5,2010,20.8,-1.4,"-2.7 to -0.1",8,"red",20.8,-0.1,"-1 to 0.9",50,"yellow"
"HAMMOND",609966,"Pilsen-Little Village",6,2010,29.4,-0.5,"-1.7 to 0.7",31,"yellow",29,-0.6,"-1.5 to 0.3",27,"yellow"
"HAMMOND",609966,"Pilsen-Little Village",7,2010,35.9,1.1,"-0.1 to 2.3",85,"yellow",35.9,0.4,"-0.4 to 1.2",66,"yellow"
"HAMMOND",609966,"Pilsen-Little Village",8,2010,38.9,1.2,"-0.1 to 2.5",90,"yellow",38.9,0.1,"-0.8 to 1",58,"yellow"
"HAMMOND",609966,"Pilsen-Little Village","All Grades",2010,138.8,0.5,"-0.5 to 1.4",69,"yellow",138.5,-0.1,"-0.8 to 0.7",49,"yellow"
"HAMPTON",609807,"Midway Elementary Network",4,2012,58.7,0.6,"-0.2 to 1.3",72,"Yellow",58.7,0.2,"-0.4 to 0.8",61,"Yellow"
"HAMPTON",609807,"Midway Elementary Network",5,2012,58.8,-0.3,"-1.3 to 0.7",36,"Yellow",57.8,0.5,"-0.3 to 1.2",70,"Yellow"
"HAMPTON",609807,"Midway Elementary Network",6,2012,65.8,-1.2,"-2.2 to -0.3",8,"Red",65.8,-0.7,"-1.3 to -0.2",25,"Red"
"HAMPTON",609807,"Midway Elementary Network",7,2012,67.4,-0.7,"-1.7 to 0.3",23,"Yellow",67.4,-0.1,"-0.6 to 0.4",49,"Yellow"
"HAMPTON",609807,"Midway Elementary Network",8,2012,63.2,1.4,"0.4 to 2.5",91,"Green",63.2,0.4,"-0.3 to 1",69,"Yellow"
"HAMPTON",609807,"Midway Elementary Network","All Grades",2012,313.8,-0.2,"-1 to 0.6",42,"Yellow",312.8,0.0,"-0.4 to 0.5",53,"Yellow"
"HAMPTON",609807,"Midway",4,2011,56.4,0.3,"-0.5 to 1.1",60,"yellow",56.4,-0.1,"-0.7 to 0.5",45,"yellow"
"HAMPTON",609807,"Midway",5,2011,61,0.3,"-0.7 to 1.2",60,"yellow",61,-0.8,"-1.5 to -0.1",20,"red"
"HAMPTON",609807,"Midway",6,2011,66.1,0.5,"-0.4 to 1.3",66,"yellow",66.1,0,"-0.6 to 0.5",47,"yellow"
"HAMPTON",609807,"Midway",7,2011,61.1,-1,"-1.9 to 0",16,"red",61.1,-1.2,"-1.8 to -0.6",10,"red"
"HAMPTON",609807,"Midway",8,2011,75.3,-0.1,"-1.1 to 1",48,"yellow",75.3,-0.7,"-1.3 to -0.1",27,"red"
"HAMPTON",609807,"Midway","All Grades",2011,320,0,"-0.7 to 0.7",49,"yellow",320,-1,"-1.4 to -0.5",13,"red"
"HAMPTON",609807,"Midway",4,2010,48.1,-0.3,"-1.1 to 0.6",36,"yellow",48.1,1.1,"0.5 to 1.8",89,"green"
"HAMPTON",609807,"Midway",5,2010,61.7,-1,"-1.9 to -0.1",12,"red",61.7,0.7,"0.1 to 1.3",76,"green"
"HAMPTON",609807,"Midway",6,2010,63.6,0.8,"-0.1 to 1.7",78,"yellow",63.6,-0.3,"-0.9 to 0.4",41,"yellow"
"HAMPTON",609807,"Midway",7,2010,75.6,0.1,"-0.8 to 1.1",58,"yellow",75.6,0.4,"-0.2 to 1.1",67,"yellow"
"HAMPTON",609807,"Midway",8,2010,74.8,-1.2,"-2.2 to -0.1",12,"red",74.8,-0.6,"-1.3 to 0.1",27,"yellow"
"HAMPTON",609807,"Midway","All Grades",2010,323.8,-0.5,"-1.1 to 0.2",31,"yellow",323.8,0.3,"-0.2 to 0.8",63,"yellow"
"HANSON PARK",610068,"Fullerton Elementary Network",4,2012,65.2,-0.3,"-1 to 0.4",32,"Yellow",65.2,-0.9,"-1.5 to -0.4",15,"Red"
"HANSON PARK",610068,"Fullerton Elementary Network",5,2012,88.6,-1.0,"-1.8 to -0.1",14,"Red",87.6,0.5,"-0.1 to 1.1",71,"Yellow"
"HANSON PARK",610068,"Fullerton Elementary Network",6,2012,105.9,-0.2,"-1 to 0.6",41,"Yellow",105.9,-0.9,"-1.4 to -0.5",17,"Red"
"HANSON PARK",610068,"Fullerton Elementary Network",7,2012,112.9,1.4,"0.6 to 2.3",91,"Green",112.9,0.1,"-0.3 to 0.5",57,"Yellow"
"HANSON PARK",610068,"Fullerton Elementary Network",8,2012,111.9,-0.8,"-1.7 to 0.1",21,"Yellow",111.9,0.5,"0 to 1",74,"Green"
"HANSON PARK",610068,"Fullerton Elementary Network","All Grades",2012,484.5,-0.2,"-0.8 to 0.5",44,"Yellow",483.5,-0.2,"-0.5 to 0.2",43,"Yellow"
"HANSON PARK",610068,"Fullerton",4,2011,65.4,-1,"-1.7 to -0.2",14,"red",65.4,-0.9,"-1.4 to -0.3",18,"red"
"HANSON PARK",610068,"Fullerton",5,2011,92.4,0.4,"-0.4 to 1.2",65,"yellow",92.4,0.2,"-0.3 to 0.8",63,"yellow"
"HANSON PARK",610068,"Fullerton",6,2011,96.2,-1.3,"-2.1 to -0.6",9,"red",96.2,-1.4,"-1.8 to -0.9",7,"red"
"HANSON PARK",610068,"Fullerton",7,2011,108.1,0.4,"-0.4 to 1.2",67,"yellow",108.1,-0.7,"-1.1 to -0.2",26,"red"
"HANSON PARK",610068,"Fullerton",8,2011,98.4,-0.1,"-1 to 0.8",47,"yellow",98.4,0.5,"-0.1 to 1.1",71,"yellow"
"HANSON PARK",610068,"Fullerton","All Grades",2011,460.4,-0.5,"-1.1 to 0.1",29,"yellow",460.4,-0.8,"-1.2 to -0.4",19,"red"
"HANSON PARK",610068,"Fullerton",4,2010,53.6,-0.6,"-1.5 to 0.2",22,"yellow",53.6,0,"-0.6 to 0.6",49,"yellow"
"HANSON PARK",610068,"Fullerton",5,2010,68.2,1.1,"0.2 to 2",88,"green",68.2,0.2,"-0.4 to 0.7",60,"yellow"
"HANSON PARK",610068,"Fullerton",6,2010,100.4,-0.8,"-1.6 to 0",19,"red",100.4,0,"-0.6 to 0.5",49,"yellow"
"HANSON PARK",610068,"Fullerton",7,2010,95.9,0.2,"-0.6 to 1.1",62,"yellow",95.9,0,"-0.6 to 0.5",50,"yellow"
"HANSON PARK",610068,"Fullerton",8,2010,118.5,-1.6,"-2.5 to -0.6",6,"red",118.5,0,"-0.6 to 0.6",54,"yellow"
"HANSON PARK",610068,"Fullerton","All Grades",2010,436.6,-0.6,"-1.2 to 0",25,"yellow",436.6,0,"-0.4 to 0.5",52,"yellow"
"HARLAN HS",609710,"Far South Side High School Network",7,2012,11.4,0.8,"-0.8 to 2.4",79,"Yellow",11.4,-1.2,"-2.3 to -0.1",8,"Red"
"HARLAN HS",609710,"Far South Side High School Network",8,2012,14.8,-0.5,"-2.1 to 1.1",32,"Yellow",14.8,-1.7,"-2.9 to -0.6",2,"Red"
"HARLAN HS",609710,"Far South Side High School Network","All Grades",2012,26.2,0.2,"-1.5 to 1.8",57,"Yellow",26.2,-2.1,"-3.4 to -0.9",1,"Red"
"HARLAN HS",609710,"Far South Side HS Network",7,2011,19.7,-0.5,"-1.9 to 0.8",28,"yellow",19.7,-1.2,"-2.2 to -0.3",9,"red"
"HARLAN HS",609710,"Far South Side HS Network",8,2011,25,-0.7,"-2 to 0.7",28,"yellow",25,-2.7,"-3.7 to -1.8",0,"red"
"HARLAN HS",609710,"Far South Side HS Network","All Grades",2011,44.7,-0.8,"-2.2 to 0.6",19,"yellow",44.7,-2.9,"-4 to -1.9",0,"red"
"HARLAN HS",609710,"Far South Side HS Network",7,2010,21.8,-0.7,"-2 to 0.7",25,"yellow",21.8,-0.3,"-1.3 to 0.7",42,"yellow"
"HARLAN HS",609710,"Far South Side HS Network",8,2010,30.3,-1.7,"-3.1 to -0.4",4,"red",30.3,0.1,"-0.9 to 1.1",59,"yellow"
"HARLAN HS",609710,"Far South Side HS Network","All Grades",2010,52.1,-1.5,"-2.9 to -0.1",6,"red",52.1,0,"-1.2 to 1.1",49,"yellow"
"HARTE",609969,"Burnham Park Elementary Network",4,2012,40.5,-0.2,"-1 to 0.7",40,"Yellow",40.5,-0.6,"-1.3 to 0.1",23,"Yellow"
"HARTE",609969,"Burnham Park Elementary Network",5,2012,45.5,1.9,"0.9 to 3",98,"Green",45.5,0.0,"-0.8 to 0.8",52,"Yellow"
"HARTE",609969,"Burnham Park Elementary Network",6,2012,32.2,1.4,"0.2 to 2.6",92,"Green",32.2,-0.3,"-1.1 to 0.4",42,"Yellow"
"HARTE",609969,"Burnham Park Elementary Network","All Grades",2012,118.2,1.8,"0.8 to 2.9",96,"Green",118.2,-0.5,"-1.2 to 0.2",28,"Yellow"
"HARTE",609969,"Burnham Park",4,2011,40,-0.4,"-1.3 to 0.5",29,"yellow",40,-0.3,"-1 to 0.4",35,"yellow"
"HARTE",609969,"Burnham Park",5,2011,36.3,0.5,"-0.7 to 1.6",69,"yellow",36.3,1.4,"0.5 to 2.2",90,"green"
"HARTE",609969,"Burnham Park",6,2011,48.6,0.1,"-0.9 to 1",53,"yellow",48.6,0,"-0.7 to 0.6",48,"yellow"
"HARTE",609969,"Burnham Park","All Grades",2011,124.9,0,"-0.9 to 1",50,"yellow",124.9,0.4,"-0.3 to 1.1",67,"yellow"
"HARTE",609969,"Burnham Park",4,2010,34.8,0.2,"-0.8 to 1.1",56,"yellow",34.8,-0.7,"-1.5 to 0",19,"yellow"
"HARTE",609969,"Burnham Park",5,2010,47.6,0.8,"-0.3 to 1.8",76,"yellow",47.6,0.5,"-0.2 to 1.2",71,"yellow"
"HARTE",609969,"Burnham Park",6,2010,45,0.5,"-0.5 to 1.6",70,"yellow",45,0.4,"-0.4 to 1.1",65,"yellow"
"HARTE",609969,"Burnham Park","All Grades",2010,127.4,0.8,"-0.1 to 1.7",79,"yellow",127.4,0.2,"-0.5 to 0.9",58,"yellow"
"HARVARD",609971,"AUSL Schools",4,2012,47.8,0.5,"-0.3 to 1.3",67,"Yellow",47.7,-0.6,"-1.2 to 0.1",26,"Yellow"
"HARVARD",609971,"AUSL Schools",5,2012,36.2,-0.1,"-1.3 to 1.1",44,"Yellow",36.2,-0.8,"-1.7 to 0.1",19,"Yellow"
"HARVARD",609971,"AUSL Schools",6,2012,38.2,0.1,"-1 to 1.2",57,"Yellow",38.2,1.2,"0.5 to 1.9",87,"Green"
"HARVARD",609971,"AUSL Schools",7,2012,44.2,-0.2,"-1.4 to 0.9",42,"Yellow",45.2,-1.3,"-1.9 to -0.6",7,"Red"
"HARVARD",609971,"AUSL Schools",8,2012,40.2,-0.1,"-1.3 to 1.2",50,"Yellow",41.2,-0.6,"-1.4 to 0.2",23,"Yellow"
"HARVARD",609971,"AUSL Schools","All Grades",2012,206.6,0.1,"-0.8 to 1",55,"Yellow",208.5,-0.7,"-1.3 to -0.2",22,"Red"
"HARVARD",609971,"Skyway",4,2011,34.1,-0.8,"-1.8 to 0.1",17,"yellow",34.1,0.9,"0.1 to 1.6",82,"green"
"HARVARD",609971,"Skyway",5,2011,39.6,-0.7,"-1.9 to 0.4",18,"yellow",39.6,0.3,"-0.5 to 1.2",66,"yellow"
"HARVARD",609971,"Skyway",6,2011,45.6,0,"-1 to 1",49,"yellow",46.6,1.9,"1.3 to 2.6",97,"green"
"HARVARD",609971,"Skyway",7,2011,44,1.8,"0.8 to 2.9",95,"green",44,0.3,"-0.4 to 1",61,"yellow"
"HARVARD",609971,"Skyway",8,2011,43.2,0.3,"-0.9 to 1.6",64,"yellow",43.1,-0.2,"-1 to 0.6",45,"yellow"
"HARVARD",609971,"Skyway","All Grades",2011,206.5,0.4,"-0.4 to 1.3",68,"yellow",207.4,1.2,"0.7 to 1.8",91,"green"
"HARVARD",609971,"Skyway",4,2010,48.2,-1,"-1.9 to -0.2",11,"red",48.2,0,"-0.7 to 0.7",49,"yellow"
"HARVARD",609971,"Skyway",5,2010,46,-0.1,"-1.1 to 1",44,"yellow",46,-0.3,"-1 to 0.4",40,"yellow"
"HARVARD",609971,"Skyway",6,2010,53.7,-0.1,"-1.1 to 0.9",46,"yellow",53.7,1.4,"0.7 to 2.1",90,"green"
"HARVARD",609971,"Skyway",7,2010,41.7,-0.2,"-1.3 to 1",45,"yellow",41.7,-0.2,"-1 to 0.6",44,"yellow"
"HARVARD",609971,"Skyway",8,2010,32.7,-0.6,"-2 to 0.7",22,"yellow",32.6,1.2,"0.2 to 2.2",90,"green"
"HARVARD",609971,"Skyway","All Grades",2010,222.3,-0.6,"-1.4 to 0.2",22,"yellow",222.2,0.8,"0.2 to 1.4",80,"green"
"HAUGAN",609972,"O'Hare Elementary Network",4,2012,56.3,0.1,"-0.6 to 0.9",52,"Yellow",56.3,0.6,"0 to 1.2",75,"Yellow"
"HAUGAN",609972,"O'Hare Elementary Network",5,2012,91.4,0.6,"-0.3 to 1.4",74,"Yellow",91.4,0.6,"0 to 1.2",75,"Yellow"
"HAUGAN",609972,"O'Hare Elementary Network",6,2012,65.7,0.2,"-0.7 to 1.2",63,"Yellow",64.6,-1.1,"-1.7 to -0.6",10,"Red"
"HAUGAN",609972,"O'Hare Elementary Network","All Grades",2012,213.4,0.6,"-0.3 to 1.4",73,"Yellow",212.4,0.0,"-0.5 to 0.6",54,"Yellow"
"HAUGAN",609972,"O'Hare",4,2011,37.8,1,"0.1 to 1.9",87,"green",37.8,-0.1,"-0.9 to 0.6",44,"yellow"
"HAUGAN",609972,"O'Hare",5,2011,109.6,0.9,"0.2 to 1.7",84,"green",109.6,0.7,"0.2 to 1.3",79,"green"
"HAUGAN",609972,"O'Hare",6,2011,53,-1.5,"-2.4 to -0.5",6,"red",53,-1.6,"-2.2 to -1",4,"red"
"HAUGAN",609972,"O'Hare","All Grades",2011,200.4,0.3,"-0.5 to 1",60,"yellow",200.4,-0.3,"-0.8 to 0.3",39,"yellow"
"HAUGAN",609972,"O'Hare",4,2010,54.1,-0.2,"-1 to 0.7",42,"yellow",54.1,-0.3,"-0.9 to 0.3",36,"yellow"
"HAUGAN",609972,"O'Hare",5,2010,91.1,0.5,"-0.4 to 1.3",66,"yellow",91.1,0.9,"0.4 to 1.4",82,"green"
"HAUGAN",609972,"O'Hare",6,2010,46.8,-0.7,"-1.8 to 0.3",22,"yellow",46.8,-0.8,"-1.5 to -0.1",21,"red"
"HAUGAN",609972,"O'Hare","All Grades",2010,192,0,"-0.8 to 0.7",47,"yellow",192,0.2,"-0.3 to 0.8",60,"yellow"
"HAWTHORNE",609974,"Ravenswood-Ridge Elementary Network",4,2012,62.0,1.1,"0.3 to 1.8",88,"Green",62.0,1.6,"1 to 2.1",94,"Green"
"HAWTHORNE",609974,"Ravenswood-Ridge Elementary Network",5,2012,63.8,1.9,"0.9 to 2.8",97,"Green",63.8,1.6,"0.9 to 2.3",93,"Green"
"HAWTHORNE",609974,"Ravenswood-Ridge Elementary Network",6,2012,61.0,-0.4,"-1.3 to 0.6",34,"Yellow",61.0,1.8,"1.2 to 2.4",95,"Green"
"HAWTHORNE",609974,"Ravenswood-Ridge Elementary Network",7,2012,61.0,0.9,"-0.1 to 2",83,"Yellow",61.0,2.1,"1.5 to 2.6",96,"Green"
"HAWTHORNE",609974,"Ravenswood-Ridge Elementary Network",8,2012,61.0,-0.8,"-1.9 to 0.3",23,"Yellow",61.0,-1.9,"-2.6 to -1.2",2,"Red"
"HAWTHORNE",609974,"Ravenswood-Ridge Elementary Network","All Grades",2012,308.9,1.0,"0.2 to 1.8",85,"Green",308.9,1.8,"1.3 to 2.2",95,"Green"
